,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
17,TJ Friend (ZIM),2000-2004,49,49,15,15,0,0,15,2 (2ct 0st),0.306,
18,RR Hendricks (SA),2018-2021,22,22,15,15,0,0,15,3 (3ct 0st),0.681,
19,MJ Henry (NZ),2014-2021,51,51,15,15,0,0,15,2 (2ct 0st),0.294,
20,DT Hondo (ZIM),2001-2005,52,52,15,15,0,0,15,1 (1ct 0st),0.288,
21,VG Kambli (INDIA),1991-2000,101,101,15,15,0,0,15,1 (1ct 0st),0.148,
22,AN Kervezee (NED),2006-2012,37,37,15,15,0,0,15,3 (3ct 0st),0.405,
23,MD Marshall (WI),1980-1992,132,132,15,15,0,0,15,2 (2ct 0st),0.113,
24,BAW Mendis (SL),2008-2015,83,83,15,15,0,0,15,2 (2ct 0st),0.18,
25,JA Morkel (Afr/SA),2004-2012,58,58,15,15,0,0,15,2 (2ct 0st),0.258,
26,TJ Murtagh (IRE),2012-2019,55,55,15,15,0,0,15,1 (1ct 0st),0.272,
27,Noor Ali Zadran (AFG),2009-2019,49,49,15,15,0,0,15,2 (2ct 0st),0.306,
28,AR Nurse (WI),2016-2019,49,49,15,15,0,0,15,3 (3ct 0st),0.306,
29,AA Obanda (KENYA),2007-2014,46,46,15,15,0,0,15,2 (2ct 0st),0.326,
30,JL Ontong (Afr/SA),2001-2012,27,27,15,15,0,0,15,2 (2ct 0st),0.555,
31,AR Patel (INDIA),2014-2017,36,36,15,15,0,0,15,2 (2ct 0st),0.416,
32,Rizwan Cheema (CAN),2008-2013,32,32,15,15,0,0,15,2 (2ct 0st),0.468,
33,JD Ryder (NZ),2008-2014,45,45,15,15,0,0,15,2 (2ct 0st),0.333,
34,Sohail Tanvir (PAK),2007-2014,60,60,15,15,0,0,15,2 (2ct 0st),0.25,
35,CM Spearman (NZ),1995-2001,50,50,15,15,0,0,15,1 (1ct 0st),0.3,
36,BC Strang (ZIM),1995-2001,48,48,15,15,0,0,15,2 (2ct 0st),0.312,
37,HA Varaiya (KENYA),2006-2014,60,60,15,15,0,0,15,2 (2ct 0st),0.25,
38,CD Wallace (SCOT),2012-2019,26,26,15,13,2,5,8,4 (4ct 0st),0.576,
39,Asad Shafiq (PAK),2010-2017,58,58,14,14,0,0,14,2 (2ct 0st),0.241,
40,EAE Baptiste (WI),1983-1990,43,43,14,14,0,0,14,2 (2ct 0st),0.325,
41,AC Cummins (CAN/WI),1991-2007,74,74,14,14,0,0,14,2 (2ct 0st),0.189,
42,A Dananjaya (SL),2017-2021,37,37,14,14,0,0,14,2 (2ct 0st),0.378,
43,C de Grandhomme (NZ),2012-2020,41,41,14,14,0,0,14,2 (2ct 0st),0.341,
44,SKL de Silva (SL),1997-1997,10,10,14,9,5,9,0,3 (3ct 0st),1.4,
45,K Doriga (PNG),2017-2021,22,22,14,11,3,10,1,4 (3ct 1st),0.636,
46,DW Fleming (AUS),1994-2001,88,88,14,14,0,0,14,1 (1ct 0st),0.159,
47,HA Gomes (WI),1978-1987,82,82,14,14,0,0,14,1 (1ct 0st),0.17,
48,PSP Handscomb (AUS),2017-2019,22,22,14,14,0,5,9,3 (3ct 0st),0.636,
49,HMRKB Herath (SL),2004-2015,67,67,14,14,0,0,14,2 (2ct 0st),0.208,
0,GP Howarth (NZ),1975-1985,65,65,14,14,0,0,14,2 (2ct 0st),0.215,
1,Imran Farhat (PAK),2001-2013,58,58,14,14,0,0,14,1 (1ct 0st),0.241,
2,Mansoor Akhtar (PAK),1980-1990,39,39,14,14,0,0,14,2 (2ct 0st),0.358,
3,LRD Mendis (SL),1975-1989,75,75,14,14,0,0,14,2 (2ct 0st),0.186,
4,AA Mulla (CAN),2006-2009,24,24,14,9,5,4,5,2 (2ct 0st),0.583,
5,SP Narine (WI),2011-2016,65,65,14,14,0,0,14,2 (2ct 0st),0.215,
6,N Pooran (WI),2019-2022,32,32,14,12,2,3,9,2 (1ct 1st),0.437,
7,KOA Powell (WI),2009-2018,44,44,14,14,0,0,14,2 (2ct 0st),0.318,
8,R Powell (WI),2016-2021,35,35,14,14,0,0,14,2 (2ct 0st),0.4,
9,R Rampaul (WI),2003-2015,85,85,14,14,0,0,14,2 (2ct 0st),0.164,
10,JR Ratnayeke (SL),1982-1990,76,76,14,14,0,0,14,2 (2ct 0st),0.184,
11,Shafiqullah (AFG),2009-2018,24,24,14,11,3,8,3,2 (2ct 0st),0.583,
12,Suraj Kumar (OMA),2019-2021,18,18,14,12,2,12,0,3 (1ct 2st),0.777,
13,JC Tredwell (ENG),2010-2015,44,44,14,14,0,0,14,2 (2ct 0st),0.318,
14,IJL Trott (ENG),2009-2013,65,65,14,14,0,0,14,2 (2ct 0st),0.215,
15,TP Ura (PNG),2014-2021,33,33,14,14,0,0,14,2 (2ct 0st),0.424,
16,Yasir Hameed (PAK),2003-2007,56,56,14,14,0,0,14,2 (2ct 0st),0.25,
17,Aminul Islam (BAN),1988-2002,39,39,13,13,0,0,13,2 (2ct 0st),0.333,
18,HK Badani (INDIA),2000-2004,40,40,13,13,0,0,13,2 (2ct 0st),0.325,
19,RL Chase (WI),2017-2022,30,30,13,13,0,0,13,2 (2ct 0st),0.433,
20,PB Dassanayake (SL),1993-1994,14,14,13,9,4,9,0,2 (2ct 0st),0.928,
21,ALF de Mel (SL),1982-1987,53,53,13,13,0,0,13,2 (2ct 0st),0.245,
22,Dhiman Ghosh (BAN),2008-2008,14,14,13,9,4,9,0,4 (4ct 0st),0.928,
23,Farhad Reza (BAN),2006-2011,34,34,13,13,0,0,13,2 (2ct 0st),0.382,
24,MD Gunathilaka (SL),2015-2021,41,41,13,13,0,0,13,2 (2ct 0st),0.317,
25,DA Gunawardene (SL),1998-2006,61,61,13,13,0,0,13,2 (2ct 0st),0.213,
26,AJ Hollioake (ENG),1996-1999,35,35,13,13,0,0,13,3 (3ct 0st),0.371,
27,AS Joseph (WI),2016-2022,38,38,13,13,0,0,13,2 (2ct 0st),0.342,
28,HH Kanitkar (INDIA),1998-2000,31,31,13,13,0,0,13,2 (2ct 0st),0.419,
29,SM Katich (AUS),2001-2006,45,45,13,13,0,0,13,1 (1ct 0st),0.288,
30,UT Khawaja (AUS),2013-2019,39,39,13,13,0,0,13,2 (2ct 0st),0.333,
31,NFI McCallum (SCOT),2006-2011,40,40,13,13,0,0,13,2 (2ct 0st),0.325,
32,R McLaren (SA),2009-2014,51,51,13,13,0,0,13,1 (1ct 0st),0.254,
33,BMAJ Mendis (SL),2010-2019,54,54,13,13,0,0,13,2 (2ct 0st),0.24,
34,Mohsin Khan (PAK),1977-1986,72,72,13,13,0,0,13,2 (2ct 0st),0.18,
35,Nasir Jamshed (PAK),2008-2015,48,48,13,13,0,0,13,2 (2ct 0st),0.27,
36,JS Patel (NZ),2005-2017,42,42,13,13,0,0,13,1 (1ct 0st),0.309,
37,MD Patel (USA),2019-2021,19,19,13,13,0,6,7,2 (2ct 0st),0.684,
38,Shahriar Nafees (BAN),2005-2011,75,75,13,13,0,0,13,2 (2ct 0st),0.173,
39,Shoaib Mohammad (PAK),1984-1993,62,62,13,13,0,0,13,2 (2ct 0st),0.209,
40,DS Smith (WI),2003-2013,45,45,13,13,0,0,13,3 (3ct 0st),0.288,
41,RN ten Doeschate (NED),2006-2011,31,31,13,13,0,0,13,2 (2ct 0st),0.419,
42,HE van der Dussen (SA),2019-2022,29,29,13,13,0,0,13,2 (2ct 0st),0.448,
43,RR Watson (SCOT),2006-2010,32,32,13,13,0,0,13,2 (2ct 0st),0.406,
44,DNT Zoysa (SL),1997-2005,94,94,13,13,0,0,13,2 (2ct 0st),0.138,
45,Akshay Homraj (USA),2019-2020,8,8,12,12,0,12,0,4 (4ct 0st),1.5,
46,CJA Amini (PNG),2014-2021,21,21,12,12,0,0,12,2 (2ct 0st),0.571,
47,Amjad Ali (UAE),2008-2015,17,17,12,11,1,4,7,3 (3ct 0st),0.705,
48,PK Amre (INDIA),1991-1994,36,36,12,12,0,0,12,2 (2ct 0st),0.333,
49,RMH Binny (INDIA),1980-1987,69,69,12,12,0,0,12,2 (2ct 0st),0.173,
0,IR Bishop (WI),1988-1997,82,82,12,12,0,0,12,1 (1ct 0st),0.146,
1,DE Bollinger (AUS),2009-2011,38,38,12,12,0,0,12,1 (1ct 0st),0.315,
2,JM Brearley (ENG),1977-1980,24,24,12,12,0,0,12,2 (2ct 0st),0.5,
3,CD Collymore (WI),1999-2007,78,78,12,12,0,0,12,2 (2ct 0st),0.153,
4,TLW Cooper (NED),2010-2013,23,23,12,12,0,0,12,2 (2ct 0st),0.521,
5,KM Dabengwa (ZIM),2005-2010,37,37,12,12,0,0,12,2 (2ct 0st),0.324,
6,JWM Dalrymple (ENG),2006-2007,26,26,12,12,0,0,12,2 (2ct 0st),0.461,
7,KSC de Silva (SL),1996-2000,36,36,12,12,0,0,12,2 (2ct 0st),0.333,
8,J Dyson (AUS),1980-1983,28,28,12,12,0,0,12,3 (3ct 0st),0.428,
9,BA Edgar (NZ),1978-1986,62,62,12,12,0,0,12,2 (2ct 0st),0.193,
10,CN Evans (ZIM),1992-2002,52,52,12,12,0,0,12,2 (2ct 0st),0.23,
11,NA Foster (ENG),1984-1989,48,48,12,12,0,0,12,2 (2ct 0st),0.25,
12,ZE Green (NAM),2019-2021,10,10,12,10,2,10,0,5 (5ct 0st),1.2,
13,Hasan Ali (PAK),2016-2021,55,55,12,12,0,0,12,2 (2ct 0st),0.218,
14,TM Head (AUS),2016-2018,40,40,12,12,0,0,12,2 (2ct 0st),0.3,
15,MJ Horne (NZ),1997-2002,44,44,12,12,0,0,12,2 (2ct 0st),0.272,
16,Imad Wasim (PAK),2015-2020,54,54,12,12,0,0,12,1 (1ct 0st),0.222,
17,CA Ingram (SA),2010-2013,31,31,12,12,0,0,12,2 (2ct 0st),0.387,
18,Javed Omar (BAN),1995-2007,59,59,12,12,0,0,12,2 (2ct 0st),0.203,
19,MS Kasprowicz (AUS),1995-2005,41,41,12,12,0,0,12,2 (2ct 0st),0.292,
20,SG Law (AUS),1994-1999,54,54,12,12,0,0,12,2 (2ct 0st),0.222,
21,DA Marillier (ZIM),2000-2003,45,45,12,12,0,0,12,2 (2ct 0st),0.266,
22,XM Marshall (USA/WI),2005-2020,36,36,12,12,0,0,12,2 (2ct 0st),0.333,
23,T Maruma (ZIM),2007-2021,22,22,12,12,0,0,12,3 (3ct 0st),0.545,
24,SF Mire (ZIM),2014-2019,47,47,12,12,0,0,12,1 (1ct 0st),0.255,
25,HS Modi (KENYA),1996-2006,61,61,12,12,0,0,12,2 (2ct 0st),0.196,
26,J Mubarak (SL),2002-2013,40,40,12,12,0,0,12,2 (2ct 0st),0.3,
27,HG Munsey (SCOT),2017-2021,30,30,12,12,0,0,12,2 (2ct 0st),0.4,
28,Mustafizur Rahman (BAN),2015-2021,65,65,12,12,0,0,12,2 (2ct 0st),0.184,
29,Nadeem Ahmed (HKG),2004-2018,24,24,12,12,0,0,12,2 (2ct 0st),0.5,
30,HK Olonga (ZIM),1995-2003,47,47,12,12,0,0,12,2 (2ct 0st),0.255,
31,RR Pant (INDIA),2018-2022,20,20,12,11,1,7,4,2 (2ct 0st),0.6,
32,WD Parnell (SA),2009-2017,61,61,12,12,0,0,12,2 (2ct 0st),0.196,
33,DBL Powell (WI),2002-2009,52,52,12,12,0,0,12,2 (2ct 0st),0.23,
34,JA Rennie (ZIM),1993-2000,43,43,12,12,0,0,12,2 (2ct 0st),0.279,
35,Shaiman Anwar (UAE),2014-2019,40,40,12,12,0,0,12,2 (2ct 0st),0.3,
36,SM Sharif (SCOT),2011-2021,45,45,12,12,0,0,12,2 (2ct 0st),0.266,
37,Simi Singh (IRE),2017-2021,30,30,12,12,0,0,12,3 (3ct 0st),0.4,
38,RP Singh (INDIA),2005-2011,55,55,12,12,0,0,12,1 (1ct 0st),0.218,
39,MP Stoinis (AUS),2015-2020,45,45,12,12,0,0,12,1 (1ct 0st),0.266,
40,C White (ENG),1994-2003,50,50,12,12,0,0,12,1 (1ct 0st),0.24,
41,MA Wood (ENG),2015-2021,55,55,12,12,0,0,12,2 (2ct 0st),0.218,
42,A Zampa (AUS),2016-2021,63,63,12,12,0,0,12,1 (1ct 0st),0.19,
43,CJ Anderson (NZ),2013-2017,45,45,11,11,0,0,11,2 (2ct 0st),0.244,
44,Babar Hayat (HKG),2014-2018,21,21,11,11,0,0,11,2 (2ct 0st),0.523,
45,AC Botha (IRE),2006-2011,39,39,11,11,0,0,11,2 (2ct 0st),0.282,
46,EA Brandes (ZIM),1987-1999,59,59,11,11,0,0,11,1 (1ct 0st),0.186,
47,CR Brathwaite (WI),2011-2019,41,41,11,11,0,0,11,1 (1ct 0st),0.268,
48,C Carter (HKG),2015-2018,10,10,11,10,1,9,1,3 (3ct 0st),1.1,
49,R Clarke (ENG),2003-2006,18,18,11,11,0,0,11,3 (3ct 0st),0.611,
0,RDB Croft (ENG),1996-2001,49,49,11,11,0,0,11,1 (1ct 0st),0.224,
1,AC Dale (AUS),1997-2000,30,30,11,11,0,0,11,1 (1ct 0st),0.366,
2,J Edness (BMUDA),2007-2008,11,11,11,7,4,7,0,3 (2ct 1st),1.0,
3,SA Edwards (NED),2018-2022,12,12,11,9,2,9,0,3 (3ct 0st),0.916,
4,D Ganga (WI),1999-2006,34,34,11,11,0,0,11,2 (2ct 0st),0.323,
5,Hashmatullah Shahidi (AFG),2013-2022,43,43,11,11,0,0,11,1 (1ct 0st),0.255,
6,KM Jarvis (ZIM),2009-2019,49,49,11,11,0,0,11,2 (2ct 0st),0.224,
7,Javed Ahmadi (AFG),2010-2021,44,44,11,11,0,0,11,1 (1ct 0st),0.25,
8,FDM Karunaratne (SL),2011-2021,32,32,11,11,0,0,11,1 (1ct 0st),0.343,
9,Khawar Ali (OMA),2019-2021,17,17,11,11,0,0,11,2 (2ct 0st),0.647,
10,PN Kirsten (SA),1991-1994,40,40,11,11,0,0,11,2 (2ct 0st),0.275,
11,P Kumar (INDIA),2007-2012,65,65,11,11,0,0,11,2 (2ct 0st),0.169,
12,RT Latham (NZ),1990-1994,33,33,11,11,0,0,11,2 (2ct 0st),0.333,
13,BJ McCarthy (IRE),2016-2021,37,37,11,11,0,0,11,2 (2ct 0st),0.297,
14,Mohammad Irfan (PAK),2010-2016,60,60,11,11,0,0,11,2 (2ct 0st),0.183,
15,CB Mpofu (ZIM),2004-2020,82,82,11,11,0,0,11,1 (1ct 0st),0.134,
16,BA Murphy (ZIM),2000-2003,30,30,11,11,0,0,11,2 (2ct 0st),0.366,
17,D Murphy (SCOT),2013-2013,8,8,11,8,3,8,0,5 (3ct 2st),1.375,
18,TK Musakanda (ZIM),2016-2018,15,15,11,11,0,0,11,2 (2ct 0st),0.733,
19,P Mustard (ENG),2007-2008,10,10,11,9,2,9,0,2 (2ct 0st),1.1,
20,F Mutizwa (ZIM),2009-2011,17,17,11,9,2,8,1,3 (3ct 0st),0.647,
21,MO Odumbe (KENYA),1996-2003,59,59,11,11,0,0,11,2 (2ct 0st),0.186,
22,H Osinde (CAN),2006-2013,41,41,11,11,0,0,11,2 (2ct 0st),0.268,
23,MM Patel (INDIA),2006-2011,65,65,11,11,0,0,11,2 (2ct 0st),0.169,
24,SM Patil (INDIA),1980-1986,43,43,11,11,0,0,11,2 (2ct 0st),0.255,
25,SP Patil (UAE),2014-2015,13,13,11,8,3,8,0,3 (3ct 0st),0.846,
26,CPH Ramanayake (SL),1986-1995,60,60,11,11,0,0,11,2 (2ct 0st),0.183,
27,RJ Ratnayake (SL),1982-1993,67,67,11,11,0,0,11,2 (2ct 0st),0.164,
28,SJ Rhodes (ENG),1989-1995,9,9,11,9,2,9,0,4 (3ct 1st),1.222,
29,SJ Rixon (AUS),1978-1985,6,6,11,9,2,9,0,4 (2ct 2st),1.833,
30,AD Russell (WI),2011-2019,56,56,11,11,0,0,11,1 (1ct 0st),0.196,
31,Shadab Khan (PAK),2017-2021,47,47,11,11,0,0,11,1 (1ct 0st),0.234,
32,MA Suji (KENYA),1996-2006,62,62,11,11,0,0,11,2 (2ct 0st),0.177,
33,Tahir Naqqash (PAK),1980-1985,36,36,11,11,0,0,11,2 (2ct 0st),0.305,
34,GM Turner (NZ),1973-1983,38,38,11,11,0,0,11,2 (2ct 0st),0.289,
35,DLS van Bunge (NED),2002-2013,35,35,11,11,0,0,11,2 (2ct 0st),0.314,
36,MN van Wyk (SA),2003-2015,17,17,11,10,1,9,1,4 (4ct 0st),0.647,
37,PA Wallace (WI),1991-2000,32,32,11,11,0,0,11,2 (2ct 0st),0.343,
38,MR Whitney (AUS),1983-1993,37,37,11,11,0,0,11,3 (3ct 0st),0.297,
39,Zeeshan Maqsood (OMA),2019-2021,20,20,11,11,0,0,11,2 (2ct 0st),0.55,
40,MR Adair (IRE),2019-2022,22,22,10,10,0,0,10,1 (1ct 0st),0.454,
41,Amir Hamza (AFG),2012-2017,31,31,10,10,0,0,10,2 (2ct 0st),0.322,
42,SD Anurasiri (SL),1986-1994,42,42,10,10,0,0,10,2 (2ct 0st),0.238,
43,Arshad Khan (PAK),1993-2006,57,57,10,10,0,0,10,2 (2ct 0st),0.175,
44,SFAF Bacchus (WI),1978-1983,29,29,10,10,0,0,10,2 (2ct 0st),0.344,
45,L Balaji (INDIA),2002-2009,29,29,10,10,0,0,10,2 (2ct 0st),0.344,
46,S Bau (PNG),2016-2021,28,28,10,10,0,0,10,2 (2ct 0st),0.357,
47,AM Blignaut (ZIM),1999-2010,51,51,10,10,0,0,10,2 (2ct 0st),0.196,
48,BC Broad (ENG),1987-1988,34,34,10,10,0,0,10,1 (1ct 0st),0.294,
49,RP Burl (ZIM),2017-2022,24,24,10,10,0,0,10,2 (2ct 0st),0.416,
0,DT Christian (AUS),2012-2021,20,20,10,10,0,0,10,2 (2ct 0st),0.5,
1,SR Clark (AUS),2005-2009,37,37,10,10,0,0,10,2 (2ct 0st),0.27,
2,JH Davey (SCOT),2010-2019,30,30,10,10,0,0,10,2 (2ct 0st),0.333,
3,SB Doull (NZ),1992-2000,41,41,10,10,0,0,10,2 (2ct 0st),0.243,
4,Fawad Alam (PAK),2007-2015,38,38,10,10,0,0,10,2 (2ct 0st),0.263,
5,LH Ferguson (NZ),2016-2020,36,36,10,10,0,0,10,1 (1ct 0st),0.277,
6,DAS Gunaratne (SL),2016-2019,29,29,10,10,0,0,10,2 (2ct 0st),0.344,
7,RM Haq (SCOT),2006-2015,52,52,10,10,0,0,10,2 (2ct 0st),0.192,
8,SJ Harmison (ENG),2002-2009,55,55,10,10,0,0,10,1 (1ct 0st),0.181,
9,BW Hilfenhaus (AUS),2007-2012,23,23,10,10,0,0,10,2 (2ct 0st),0.434,
10,DW Hookes (AUS),1977-1986,35,35,10,10,0,0,10,2 (2ct 0st),0.285,
11,Iftikhar Anjum (PAK),2004-2010,61,61,10,10,0,0,10,3 (3ct 0st),0.163,
12,Ihsanullah (AFG),2017-2018,16,16,10,10,0,0,10,3 (3ct 0st),0.625,
13,Jatinder Singh (OMA),2019-2021,20,20,10,10,0,0,10,1 (1ct 0st),0.5,
14,LM Jongwe (ZIM),2014-2021,27,27,10,10,0,0,10,3 (3ct 0st),0.37,
15,M Kartik (INDIA),2002-2007,37,37,10,10,0,0,10,1 (1ct 0st),0.27,
16,CK Langeveldt (SA),2001-2010,70,70,10,10,0,0,10,1 (1ct 0st),0.142,
17,RDM Leverock (BMUDA),2006-2009,32,32,10,10,0,0,10,2 (2ct 0st),0.312,
18,DK Lillee (AUS),1972-1983,62,62,10,10,0,0,10,2 (2ct 0st),0.161,
19,DR Lockhart (SCOT),2006-2010,14,14,10,10,0,9,1,3 (3ct 0st),0.714,
20,CR Matthews (SA),1991-1997,55,55,10,10,0,0,10,2 (2ct 0st),0.181,
21,Mohammad Salman (PAK),2011-2011,7,7,10,8,2,8,0,4 (4ct 0st),1.428,
22,DS Mohanty (INDIA),1997-2001,43,43,10,10,0,0,10,2 (2ct 0st),0.232,
23,Muhammad Usman (UAE),2016-2021,35,35,10,10,0,0,10,3 (3ct 0st),0.285,
24,B Muzarabani (ZIM),2018-2022,29,29,10,10,0,0,10,2 (2ct 0st),0.344,
25,RJ Nicol (NZ),2011-2013,20,20,10,10,0,0,10,2 (2ct 0st),0.5,
26,SB O'Connor (NZ),1997-2000,37,37,10,10,0,0,10,2 (2ct 0st),0.27,
27,MK Pandey (INDIA),2015-2021,29,29,10,10,0,0,10,1 (1ct 0st),0.344,
28,JM Parker (NZ),1974-1981,22,22,10,9,1,0,9,3 (3ct 0st),0.454,
29,KMA Paul (WI),2018-2020,19,19,10,10,0,0,10,2 (2ct 0st),0.526,
30,DR Pringle (ENG),1982-1993,43,43,10,10,0,0,10,2 (2ct 0st),0.232,
31,Saleem Elahi (PAK),1995-2004,47,47,10,10,0,0,10,2 (2ct 0st),0.212,
32,Sandeep Goud (OMA),2019-2021,20,20,10,10,0,0,10,2 (2ct 0st),0.5,
33,Shabbir Ahmed (PAK),1999-2005,32,32,10,10,0,0,10,2 (2ct 0st),0.312,
34,L Siaka (PNG),2014-2021,33,33,10,10,0,0,10,2 (2ct 0st),0.303,
35,Sohaib Maqsood (PAK),2013-2021,29,29,10,10,0,0,10,2 (2ct 0st),0.344,
36,Tauseef Ahmed (PAK),1982-1990,67,67,10,10,0,0,10,1 (1ct 0st),0.149,
37,HT Tector (IRE),2020-2022,18,18,10,10,0,0,10,2 (2ct 0st),0.555,
38,KL Tucker (BMUDA),2006-2007,12,12,10,9,1,8,1,4 (4ct 0st),0.833,
39,N Vanua (PNG),2014-2021,29,29,10,10,0,0,10,2 (2ct 0st),0.344,
40,KJ Wadsworth (NZ),1973-1976,10,10,10,8,2,8,0,2 (2ct 0st),1.0,
41,AC Waller (ZIM),1987-1997,37,37,10,10,0,0,10,2 (2ct 0st),0.27,
42,KD Walters (AUS),1971-1981,27,27,10,10,0,0,10,3 (3ct 0st),0.37,
43,CAK Walton (WI),2009-2017,9,9,10,9,1,6,3,4 (4ct 0st),1.111,
44,MH Yardy (ENG),2006-2011,28,28,10,10,0,0,10,2 (2ct 0st),0.357,
45,Yashpal Sharma (INDIA),1978-1985,42,42,10,10,0,0,10,1 (1ct 0st),0.238,
46,FA Allen (WI),2018-2021,16,16,9,9,0,0,9,2 (2ct 0st),0.562,
47,Anamul Haque (BAN),2012-2019,36,36,9,9,0,6,3,3 (3ct 0st),0.25,
48,HMCM Bandara (SL),2006-2010,30,30,9,9,0,0,9,3 (3ct 0st),0.3,
49,SJ Benn (WI),2008-2016,46,46,9,9,0,0,9,1 (1ct 0st),0.195,
0,K Bhurtel (NEPAL),2021-2021,6,6,9,9,0,0,9,3 (3ct 0st),1.5,
1,NT Broom (NZ),2009-2017,36,36,9,9,0,0,9,2 (2ct 0st),0.25,
2,AR Caddick (ENG),1993-2003,53,53,9,9,0,0,9,2 (2ct 0st),0.169,
3,LOB Cann (BMUDA),2006-2009,26,26,9,9,0,0,9,2 (2ct 0st),0.346,
4,RK Chauhan (INDIA),1993-1997,32,32,9,9,0,0,9,1 (1ct 0st),0.281,
5,PP Chawla (INDIA),2007-2011,25,25,9,9,0,0,9,3 (3ct 0st),0.36,
6,SI de Saram (SL),1999-2001,15,15,9,9,0,0,9,2 (2ct 0st),0.6,
7,MA Ealham (ENG),1996-2001,62,62,9,9,0,0,9,1 (1ct 0st),0.145,
8,S Elworthy (SA),1998-2002,37,37,9,9,0,0,9,3 (3ct 0st),0.243,
9,AC Evans (SCOT),2009-2021,37,37,9,9,0,0,9,1 (1ct 0st),0.243,
10,WIA Fernando (SL),2016-2021,25,25,9,9,0,0,9,2 (2ct 0st),0.36,
11,JN Gillespie (AUS),1996-2005,94,94,9,9,0,0,9,1 (1ct 0st),0.095,
12,TG Hogan (AUS),1983-1984,14,14,9,9,0,0,9,2 (2ct 0st),0.642,
13,SS Iyer (INDIA),2017-2022,24,24,9,9,0,0,9,2 (2ct 0st),0.375,
14,IA Karim (KENYA),2011-2014,9,9,9,8,1,5,3,2 (2ct 0st),1.0,
15,CM Kuggeleijn (NZ),1988-1989,16,16,9,9,0,0,9,2 (2ct 0st),0.562,
16,Kuldeep Yadav (INDIA),2017-2021,63,63,9,9,0,0,9,1 (1ct 0st),0.142,
17,R Lamba (INDIA),1986-1989,30,30,9,9,0,0,9,1 (1ct 0st),0.3,
18,NC McGarrell (WI),1998-2001,17,17,9,9,0,0,9,2 (2ct 0st),0.529,
19,RD McCann (IRE),2010-2010,8,8,9,9,0,9,0,3 (3ct 0st),1.125,
20,SS McKechnie (HKG),2017-2018,8,8,9,8,1,7,1,4 (3ct 1st),1.125,
21,Mohammad Wasim (PAK),1996-2000,25,25,9,9,0,0,9,2 (2ct 0st),0.36,
22,CH Morris (SA),2013-2019,40,40,9,9,0,0,9,1 (1ct 0st),0.225,
23,Nizakat Khan (HKG),2014-2018,19,19,9,9,0,0,9,2 (2ct 0st),0.473,
24,SJ Palframan (SA),1996-1996,7,7,9,9,0,9,0,3 (3ct 0st),1.285,
25,T Panyangara (ZIM),2004-2016,64,64,9,9,0,0,9,2 (2ct 0st),0.14,
26,BP Patterson (WI),1986-1993,58,58,9,9,0,0,9,1 (1ct 0st),0.155,
27,AD Poynter (IRE),2008-2014,18,18,9,9,0,0,9,2 (2ct 0st),0.5,
28,Rajin Saleh (BAN),2003-2006,43,43,9,9,0,0,9,2 (2ct 0st),0.209,
29,DA Reeve (ENG),1991-1996,28,28,9,9,0,0,9,2 (2ct 0st),0.321,
30,GM Ritchie (AUS),1982-1987,40,40,9,9,0,0,9,2 (2ct 0st),0.225,
31,JA Rudolph (Afr/SA),2003-2006,42,42,9,9,0,0,9,2 (2ct 0st),0.214,
32,AM Samad (CAN),2003-2009,26,26,9,9,0,0,9,2 (2ct 0st),0.346,
33,Sanwar Hossain (BAN),1998-2003,25,25,9,9,0,0,9,1 (1ct 0st),0.36,
34,JA Simpson (ENG),2021-2021,3,3,9,9,0,9,0,5 (5ct 0st),3.0,
35,MJ Slater (AUS),1993-1997,42,42,9,9,0,0,9,2 (2ct 0st),0.214,
36,RS Sodhi (INDIA),2000-2002,18,18,9,9,0,0,9,2 (2ct 0st),0.5,
37,Sohrawordi Shuvo (BAN),2010-2011,17,17,9,9,0,0,9,2 (2ct 0st),0.529,
38,Taufeeq Umar (PAK),2001-2011,22,22,9,9,0,0,9,1 (1ct 0st),0.409,
39,JR Thomson (AUS),1975-1985,49,49,9,9,0,0,9,2 (2ct 0st),0.183,
40,LL Tsotsobe (SA),2009-2013,59,59,9,9,0,0,9,2 (2ct 0st),0.152,
41,JJ Tucker (BMUDA),2006-2009,26,26,9,9,0,0,9,2 (2ct 0st),0.346,
42,JNT Vare (PNG),2014-2018,9,9,9,6,3,6,0,3 (3ct 0st),1.0,
43,M Vijay (INDIA),2010-2015,17,17,9,9,0,0,9,2 (2ct 0st),0.529,
44,W Watson (NZ),1986-1994,61,61,9,9,0,0,9,1 (1ct 0st),0.147,
45,AR Adams (NZ),2001-2007,41,41,8,8,0,0,8,2 (2ct 0st),0.195,
46,Akram Khan (BAN),1988-2003,44,44,8,8,0,0,8,2 (2ct 0st),0.181,
47,Amjad Javed (UAE),2008-2017,15,15,8,8,0,0,8,1 (1ct 0st),0.533,
48,V Aravind (UAE),2019-2021,8,8,8,7,1,7,0,3 (2ct 1st),1.0,
49,Azhar Ali (PAK),2011-2018,51,51,8,8,0,0,8,1 (1ct 0st),0.156,
0,HS Baidwan (CAN),2008-2014,31,31,8,8,0,0,8,1 (1ct 0st),0.258,
1,GS Ballance (ENG),2013-2015,16,16,8,8,0,0,8,2 (2ct 0st),0.5,
2,D Bau (PNG),2016-2017,10,10,8,6,2,5,1,3 (2ct 1st),0.8,
